0,Absurd,(ridiculous senseless foolish) ,True,False,False,False,True,False,False,False
1,Abundant,(plentiful ample numerous) ,False,False,False,False,True,False,False,False
2,Addictive,(obsessive consuming captivating) ,True,False,False,True,False,False,False,False
3,Adorable,(lovable charming delightful) ,True,True,False,False,False,False,False,False
4,Adorable,(lovable cute) ,False,False,True,False,False,False,False,False
5,Aged,(old ancient mature) ,True,False,False,False,True,False,False,False
6,Amazing,(astonishing surprising wonderful) ,False,False,False,False,False,True,False,False
7,Amazing,(surprising wonderful) ,False,False,True,False,False,False,False,False
8,American,(U.S. Citizen Yankee Apple Pie) ,True,False,False,False,True,False,False,False
9,Ancient,(elderly old antique) ,True,True,False,False,False,False,False,False
10,Animated,(lively exuberant spirited) ,True,True,False,False,False,False,False,False
11,Annoying,(irritating bothersome teasing) ,True,False,False,True,False,False,False,False
12,Annoying,(bothersome irritating) ,False,False,True,False,False,False,False,False
13,Appetizing,(appealing tasty flavorful) ,True,False,False,False,True,False,False,False
14,Armed & Dangerous,(hazardous threatening fortified) ,False,False,False,False,False,False,True,False
15,Arrogant,(egotistical overconfident conceited) ,True,True,False,False,False,False,False,False
16,Attractive,(alluring engaging good-looking) ,False,False,False,False,False,True,False,False
17,Attractive,(pretty good-looking) ,False,False,True,False,False,False,False,False
18,Awesome,(amazing remarkable majestic) ,True,False,False,True,False,False,False,False
19,Awful,(very bad horrible) ,False,False,True,False,False,False,False,False
20,Awkward,(clumsy bumbling uncoordinated) ,True,True,False,False,False,False,False,False
21,Bad,(rotten hurtful) ,False,False,True,False,False,False,False,False
22,Bashful,(shy timid modest) ,False,False,False,False,False,True,False,False
23,Beautiful,(pretty lovely) ,False,False,True,False,False,False,False,False
24,Believable,(trustworthy credible convincing) ,True,False,False,True,False,False,False,False
25,Best,(greatest finest) ,False,False,True,False,False,False,False,False
26,Big,(large huge) ,False,False,True,False,False,False,False,False
27,Big & Tall,(large bulky gigantic) ,False,False,False,False,False,False,True,False
28,Bitter,(sour tart) ,False,False,True,False,False,False,False,False
29,Black & Blue,(bruised battered rough) ,False,False,False,False,False,False,True,False
30,Black & White,(indisputable distinct written) ,False,False,False,False,False,False,True,False
31,Bogus,(fraudulent phony insincere) ,True,False,False,True,False,False,False,False
32,Boisterous,(loud rambunctious rowdy) ,True,True,False,False,False,False,False,False
33,Bold,(daring brave courageous) ,True,False,False,True,False,False,False,False
34,Bold,(daring courageous) ,False,False,True,False,False,False,False,False
35,Boring,(dull tedious monotonous) ,True,True,False,False,False,False,False,False
36,Boring,(not interesting dull) ,False,False,True,False,False,False,False,False
37,Brains & Brawn,(solid strong capable) ,False,False,False,False,False,False,True,False
38,Brave,(fearless courageous) ,False,False,True,False,False,False,False,False
39,Bright,(brilliant radiant shiny) ,True,False,False,True,False,False,False,False
40,Bright,(light intelligent) ,False,False,True,False,False,False,False,False
41,Bright & Shining,(radiant sparkling gleaming) ,False,False,False,False,False,False,True,False
42,Brilliant,(dazzling gleaming intelligent) ,True,True,False,False,False,False,False,False
43,Brutal,(cruel crude harsh) ,False,False,False,False,False,True,False,False
44,Bumpy,(lumpy bouncy) ,False,False,True,False,False,False,False,False
45,Busy,(occupied meddlesome engrossed) ,True,False,False,False,True,False,False,False
46,Busy,(active unavailable) ,False,False,True,False,False,False,False,False
47,Calm,(peaceful tranquil placid) ,True,True,False,False,False,False,False,False
48,Calm,(peaceful still) ,False,False,True,False,False,False,False,False
49,Careful,(cautious thoughtful) ,False,False,True,False,False,False,False,False
50,Caring,(concerned interested) ,False,False,True,False,False,False,False,False
51,Casual,(easygoing blase nonchalant) ,True,True,False,False,False,False,False,False
52,Charismatic,(alluring magnetic charming) ,True,False,False,False,True,False,False,False
53,Charming,(captivating enchanting fascinating) ,True,True,False,False,False,False,False,False
54,Charming,(pleasant polite) ,False,False,True,False,False,False,False,False
55,Cheerful,(happy lively) ,False,False,True,False,False,False,False,False
56,Cheesy,(trashy tawdry far-fetched) ,True,True,False,False,False,False,False,False
57,Chewy,(gummy rubbery stringy) ,True,False,False,True,False,False,False,False
58,Chewy,(gummy rubbery) ,False,False,True,False,False,False,False,False
59,Chubby,(plump round) ,False,False,True,False,False,False,False,False
60,Chunky,(lumpy chubby bumpy) ,True,False,False,True,False,False,False,False
61,Classic,(timeless definitive vintage) ,True,False,False,True,False,False,False,False
62,Clean,(washed pure tidy) ,True,False,False,False,True,False,False,False
63,Clean,(spotless clear) ,False,False,True,False,False,False,False,False
64,Clear,(understandable uncluttered transparent) ,False,False,False,True,False,False,False,False
65,Clever,(intelligent ingenious witty) ,False,False,False,False,False,True,False,False
66,Clueless,(unaware oblivious ignorant) ,True,False,False,True,False,False,False,False
67,Clumsy,(awkward bumbling uncoordinated) ,False,False,False,False,False,True,False,False
68,Clumsy,(awkward not graceful) ,False,False,True,False,False,False,False,False
69,Cold,(chilly icy aloof) ,True,False,False,False,True,False,False,False
70,Cold,(cool chilly) ,False,False,True,False,False,False,False,False
71,Colorful,(vivid brilliant kaleidoscopic) ,True,True,False,False,False,False,False,False
72,Colorful,(full of color bright) ,False,False,True,False,False,False,False,False
73,Comfortable,(cozy snug restful) ,True,False,False,False,True,False,False,False
74,Comfortable,(cozy pleasant) ,False,False,True,False,False,False,False,False
75,Comical,(funny hilarious amusing) ,True,False,False,False,True,False,False,False
76,Complicated,(difficult complex involved) ,True,False,False,True,False,False,False,False
77,Conceited,(vain smug self-centered) ,False,False,False,False,False,True,False,False
78,Confused,(muddled bewildered perplexed) ,True,False,False,True,False,False,False,False
79,Confusing,(puzzling weird) ,False,False,True,False,False,False,False,False
80,Controversial,(contentious disputable debatable) ,False,False,False,False,False,True,False,False
81,Cool,(chilly hip cold-blooded) ,True,True,False,False,False,False,False,False
82,Cool,(not hot chilled) ,False,False,True,False,False,False,False,False
83,Cool & Collected,(controlled composed restrained) ,False,False,False,False,False,False,True,False
84,Corrupt,(dishonest underhanded shady) ,True,True,False,False,False,False,False,False
85,Cosmic,(limitless planetary far out) ,True,False,False,False,True,False,False,False
86,Costly,(expensive valuable) ,False,False,True,False,False,False,False,False
87,Courageous,(brave gallant dauntless) ,True,True,False,False,False,False,False,False
88,Courageous,(brave bold) ,False,False,True,False,False,False,False,False
89,Cowardly,(fearful afraid spineless) ,True,False,False,True,False,False,False,False
90,Cozy,(comfortable snug warm) ,False,False,False,False,False,True,False,False
91,Cozy,(comfortable warm) ,False,False,True,False,False,False,False,False
92,Cranky,(crabby cantankerous grouchy) ,True,False,False,False,True,False,False,False
93,Crazed,(insane wild deranged) ,True,True,False,False,False,False,False,False
94,Crazy,(insane bizarre wacky) ,True,False,False,True,False,False,False,False
95,Crazy,(silly foolish) ,False,False,True,False,False,False,False,False
96,Creative,(imaginative artistic original) ,True,True,False,False,False,False,False,False
97,Creepy,(frightening slithering scary) ,True,True,False,False,False,False,False,False
98,Creepy,(spooky scary) ,False,False,True,False,False,False,False,False
99,Creepy & Crawly,(frightening ghastly icky) ,False,False,False,False,False,False,True,False
100,Crisp,(brittle brisk fresh) ,False,False,False,False,False,True,False,False
101,Crisp & Delicious,(tasty crunchy savory) ,False,False,False,False,False,False,True,False
102,Crooked,(bent not straight) ,False,False,True,False,False,False,False,False
103,Cruel & Unusual,(barbaric merciless unwarranted) ,False,False,False,False,False,False,True,False
104,Crunchy,(crispy crackling) ,False,False,True,False,False,False,False,False
105,Cuddly,(loving tender huggable) ,True,True,False,False,False,False,False,False
106,Cuddly,(cozy soft) ,False,False,True,False,False,False,False,False
107,Curved,(bent rounded) ,False,False,True,False,False,False,False,False
108,Cut & Dried,(settled obvious indisputable) ,False,False,False,False,False,False,True,False
109,Cute,(pretty perky delightful) ,True,False,False,False,True,False,False,False
110,Cute,(pretty good-looking) ,False,False,True,False,False,False,False,False
111,Cute & Cuddly,(adorable precious huggable) ,False,False,False,False,False,False,True,False
112,Dainty,(delicate fragile thin) ,True,True,False,False,False,False,False,False
113,Dainty,(delicate elegant) ,False,False,True,False,False,False,False,False
114,Dangerous,(risky chancy hazardous) ,True,True,False,False,False,False,False,False
115,Dangerous,(unsafe risky) ,False,False,True,False,False,False,False,False
116,Daring,(brave bold) ,False,False,True,False,False,False,False,False
117,Dark,(unlit morbid sinister) ,False,False,False,False,False,True,False,False
118,Dark,(without light nearly black) ,False,False,True,False,False,False,False,False
119,Dashing,(gallant bold elegant) ,False,False,False,False,False,True,False,False
120,Dazed & Confused,(stunned bewildered disoriented) ,False,False,False,False,False,False,True,False
121,Dead,(deceased expired unresponsive) ,True,False,False,False,True,False,False,False
122,Dead & Gone,(deceased defunct passe) ,False,False,False,False,False,False,True,False
123,Deadly,(fatal lethal murderous) ,True,False,False,True,False,False,False,False
124,Delicate,(dainty tender elegant) ,True,True,False,False,False,False,False,False
125,Delicate,(breakable dainty) ,False,False,True,False,False,False,False,False
126,Delicious,(tasty pleasing appetizing) ,True,True,False,False,False,False,False,False
127,Delicious,(tasty pleasing) ,False,False,True,False,False,False,False,False
128,Delightful,(pleasing enjoyable charming) ,True,False,False,True,False,False,False,False
129,Demanding,(difficult exacting bothersome) ,True,True,False,False,False,False,False,False
130,Depressing,(dismal gloomy sad) ,True,False,False,False,True,False,False,False
131,Desperate,(frantic headlong reckless) ,True,True,False,False,False,False,False,False
132,Devious,(sneaky shifty tricky) ,False,False,False,False,False,True,False,False
133,Difficult,(complicated hard) ,False,False,True,False,False,False,False,False
134,Dignified,(stately honorable distinguished) ,True,False,False,True,False,False,False,False
135,Dirty,(unclean soiled impure) ,True,False,False,False,True,False,False,False
136,Dirty,(unclean filthy) ,False,False,True,False,False,False,False,False
137,Disgusting,(sickening horrible) ,False,False,True,False,False,False,False,False
138,Distinguished,(dignified extraordinary acclaimed) ,True,True,False,False,False,False,False,False
139,Disturbing,(unsettling troubling worrisome) ,True,False,False,True,False,False,False,False
140,Down & Dirty,(nasty vicious unscrupulous) ,False,False,False,False,False,False,True,False
141,Down & Out,(destitute impoverished penniless) ,False,False,False,False,False,False,True,False
142,Dramatic,(exciting sensational theatrical) ,True,True,False,False,False,False,False,False
143,Dreamy,(fanciful whimsical heavenly) ,True,False,False,True,False,False,False,False
144,Drunk & Disorderly,(intoxicated unruly rowdy) ,False,False,False,False,False,False,True,False
145,Dull,(not sharp plain) ,False,False,True,False,False,False,False,False
146,Dumb,(silent not smart) ,False,False,True,False,False,False,False,False
147,Dumb & Dumber,(stupid dull rediculous) ,False,False,False,False,False,False,True,False
148,Dysfunctional,(impaired damaged maladjusted) ,True,False,False,False,True,False,False,False
149,Earthy,(unrefined natural crude) ,True,True,False,False,False,False,False,False
150,Easy,(effortless gentle promiscuous) ,True,True,False,False,False,False,False,False
151,Easy,(simple not hard) ,False,False,True,False,False,False,False,False
152,Eccentric,(peculiar odd bizarre) ,True,False,False,False,True,False,False,False
153,Edgy,(irritable nervous tense) ,False,False,False,False,False,True,False,False
154,Elderly,(old aged) ,False,False,True,False,False,False,False,False
155,Elitist,(snobbish arrogant smug) ,True,False,False,False,True,False,False,False
156,Emotional,(passionate moving volatile) ,True,False,False,False,True,False,False,False
157,Enchanting,(captivating charming spell-binding) ,False,False,False,False,False,True,False,False
158,Endangered,(at risk threatened unprotected) ,False,False,False,False,False,True,False,False
159,Energetic,(active vigorous forceful) ,False,False,False,False,False,True,False,False
160,Energetic,(active lively) ,False,False,True,False,False,False,False,False
161,Enjoyable,(pleasurable entertaining fun) ,False,False,False,False,False,True,False,False
162,Enjoyable,(pleasant fun) ,False,False,True,False,False,False,False,False
163,Enormous,(large huge gigantic) ,False,False,False,False,False,True,False,False
164,Enormous,(huge gigantic) ,False,False,True,False,False,False,False,False
165,Entertaining,(amusing festive enjoyable) ,False,False,False,False,False,True,False,False
166,Entertaining,(interesting fun) ,False,False,True,False,False,False,False,False
167,Eternal,(timeless immortal perpetual) ,True,False,False,False,True,False,False,False
168,European,(of Europe from Europe about Europe) ,True,False,False,False,True,False,False,False
169,Evil,(wicked corrupt depraved) ,False,False,False,False,False,True,False,False
170,Excellent,(very good outstanding) ,False,False,True,False,False,False,False,False
171,Exciting,(thrilling breathtaking arousing) ,True,False,False,True,False,False,False,False
172,Exciting,(thrilling interesting) ,False,False,True,False,False,False,False,False
173,Exhausting,(weakening tiring draining) ,True,False,False,False,True,False,False,False
174,Expensive,(costly valuable exorbitant) ,True,True,False,False,False,False,False,False
175,Expensive,(costly high priced) ,False,False,True,False,False,False,False,False
176,Explosive,(bursting blasting dangerous) ,True,False,False,True,False,False,False,False
177,Exquisite,(excellent refined flawless) ,True,False,False,False,True,False,False,False
178,Extreme,(exceptional superlative radical) ,True,True,False,False,False,False,False,False
179,Fabulous,(marvelous wonderful incredible) ,True,True,False,False,False,False,False,False
180,Fake,(unreal counterfeit deceptive) ,True,False,False,False,True,False,False,False
181,Famous,(well-known celebrated distinguished) ,False,False,False,False,False,True,False,False
182,Famous,(well-known important) ,False,False,True,False,False,False,False,False
