0,A Bad Haircut,The perfect start to a bad hair day. ,True,False,False,True,False,False,False,False
1,A Bakery,Some bakers start work at 3:00 in the morning so breads and donuts are fresh for  breakfast. ,False,False,True,False,False,False,False,False
2,A Broken Leg,I was riding my bike when I hit this big rock . . . ,False,False,True,False,False,False,False,False
3,A Bull Fight,. ,True,False,False,False,True,False,False,False
4,A Cabin In The Woods, ,False,False,False,False,False,True,False,False
5,A Can Of Worms,. ,False,False,False,False,False,True,False,False
6,A Car Crash, ,True,True,False,False,False,False,False,False
7,A Cheap Motel, ,True,True,False,False,False,False,False,False
8,A Cookbook,The best ones include favorite family recipes. ,False,False,True,False,False,False,False,False
9,A Crawl Space, ,True,True,False,False,False,False,False,False
10,A Crown,A crown is a symbol of royalty. ,False,False,True,False,False,False,False,False
11,A Desert,Hot dry and sandy. ,False,False,True,False,False,False,False,False
12,A Dollar,Spend it wisely! ,False,False,True,False,False,False,False,False
13,A Dozen Red Roses, ,True,False,False,True,False,False,False,False
14,A Fairy,A tiny creature who has magical powers and can fly like Tinkerbell. ,False,False,True,False,False,False,False,False
15,A Few Good Men, ,False,False,False,False,False,True,False,False
16,A Flat Tire, ,True,True,False,False,False,False,False,False
17,A Fool & His Money,. ,False,False,False,False,False,False,True,False
18,A Forest,Home to Bambi Winnie the Pooh Robin Hood and many woodland animals. ,False,False,True,False,False,False,False,False
19,A French Maid, ,False,False,False,False,False,True,False,False
20,A Full Moon, ,True,False,False,True,False,False,False,False
21,A Funeral,A ceremony held to honor a person who has died. ,False,False,True,False,False,False,False,False
22,A Giant,A very large and powerful person.  When Jack climbed the bean stalk he met a hungry giant. ,False,False,True,False,False,False,False,False
23,A Haunted House, ,True,False,False,True,False,False,False,False
24,A High School Bathroom, ,True,True,False,False,False,False,False,False
25,A Hole In One, ,False,False,False,False,False,True,False,False
26,A Honeymoon, ,True,True,False,False,False,False,False,False
27,A King,King Arthur became famous when he pulled a magical sword from a stone. ,False,False,True,False,False,False,False,False
28,A Leaky Boat,Time to bail out. ,False,False,True,False,False,False,False,False
29,A Little White Lie, ,False,False,False,False,False,True,False,False
30,A Locker Room, ,True,True,False,False,False,False,False,False
31,A Log Cabin,Just cut down a few trees and make a house. ,False,False,True,False,False,False,False,False
32,A Mermaid,An imaginary creature with the upper body of a woman and the tail of a fish. ,False,False,True,False,False,False,False,False
33,A Microwave Oven,You'll have popcorn in two minutes. ,False,False,True,False,False,False,False,False
34,A Million Dollars, ,False,False,False,False,False,True,False,False
35,A Morgue, ,True,True,False,False,False,False,False,False
36,A Movie Theater,When you want a REALLY big screen. ,False,False,True,False,False,False,False,False
37,A Mummy, ,False,False,False,False,False,True,False,False
